length,gc_content,blast_score,bit_score
1690,0.45621301775147927,1596.0,2948.37
1697,0.4325279905715969,1596.0,2948.37
1673,0.4178123132098028,1554.0,2870.81
1687,0.4084173088322466,1563.0,2887.43
1692,0.4024822695035461,1593.0,2942.83
1692,0.40602836879432624,1593.0,2942.83
1706,0.3939038686987104,1608.0,2970.53
1704,0.40023474178403756,1603.0,2961.3
1703,0.4163241338813858,1603.0,2961.3
1656,0.4082125603864734,1560.0,2881.89
1657,0.42063971031985514,1560.0,2881.89
1672,0.3875598086124402,1566.0,2892.97
1645,0.40364741641337387,1549.0,2861.58
1651,0.3912780133252574,1549.0,2861.58
1652,0.37409200968523004,1557.0,2876.35
1657,0.3922751961375981,1557.0,2876.35
1645,0.40425531914893614,1551.0,2865.27
1638,0.4053724053724054,1545.0,2854.19
1640,0.4054878048780488,1545.0,2854.19
1640,0.41585365853658535,1545.0,2854.19
1645,0.4340425531914894,1545.0,2854.19
1667,0.4091181763647271,1545.0,2854.19
1641,0.41803778184034124,1545.0,2854.19
1648,0.41383495145631066,1545.0,2854.19
1645,0.4249240121580547,1545.0,2854.19
1642,0.4226552984165652,1545.0,2854.19
1643,0.44065733414485697,1545.0,2854.19
1649,0.39357186173438446,1545.0,2854.19
1650,0.40545454545454546,1545.0,2854.19
1647,0.41044323011536127,1545.0,2854.19
1644,0.4300486618004866,1545.0,2854.19
1654,0.45042321644498184,1551.0,2865.27
1657,0.47616173808086903,1551.0,2865.27
1654,0.42986698911729143,1551.0,2865.27
1647,0.4049787492410443,1551.0,2865.27
1647,0.4256223436551305,1551.0,2865.27
1660,0.38373493975903616,1551.0,2865.27
1647,0.4353369763205829,1551.0,2865.27
1647,0.4353369763205829,1551.0,2865.27
1650,0.41333333333333333,1551.0,2865.27
1656,0.4178743961352657,1551.0,2865.27
1657,0.42063971031985514,1551.0,2865.27
1649,0.4269254093389933,1551.0,2865.27
1660,0.42048192771084336,1551.0,2865.27
1657,0.42908871454435726,1551.0,2865.27
1669,0.4397843019772319,1551.0,2865.27
1675,0.43402985074626865,1551.0,2865.27
1643,0.4497869750456482,1551.0,2865.27
1668,0.44004796163069543,1551.0,2865.27
1649,0.44511825348696177,1551.0,2865.27
1652,0.44128329297820823,1551.0,2865.27
1654,0.44256348246674726,1554.0,2870.81
1650,0.46,1551.0,2865.27
1641,0.44424131627056673,1545.0,2854.19
1662,0.40673886883273164,1551.0,2865.27
1666,0.4009603841536615,1551.0,2865.27
1654,0.439540507859734,1551.0,2865.27
1666,0.43637454981992796,1551.0,2865.27
1650,0.46060606060606063,1551.0,2865.27
1663,0.4515935057125676,1560.0,2881.89
1650,0.4448484848484848,1551.0,2865.27
1651,0.4494245911568746,1551.0,2865.27
1650,0.43757575757575756,1551.0,2865.27
1664,0.4597355769230769,1560.0,2881.89
1651,0.42337976983646275,1551.0,2865.27
1655,0.44652567975830815,1551.0,2865.27
1676,0.4343675417661098,1551.0,2865.27
1649,0.4335961188599151,1551.0,2865.27
1654,0.4492140266021765,1551.0,2865.27
1655,0.43202416918429004,1551.0,2865.27
1650,0.45151515151515154,1551.0,2865.27
1649,0.46634323832625835,1551.0,2865.27
1649,0.4317768344451183,1548.0,2859.73
1653,0.43859649122807015,1551.0,2865.27
1653,0.4591651542649728,1551.0,2865.27
1656,0.46799516908212563,1554.0,2870.81
1645,0.4401215805471125,1551.0,2865.27
1672,0.4126794258373206,1551.0,2865.27
1649,0.4220739842328684,1551.0,2865.27
1642,0.4110840438489647,1551.0,2865.27
1645,0.417629179331307,1551.0,2865.27
1643,0.4083992696287279,1551.0,2865.27
1644,0.4075425790754258,1551.0,2865.27
1644,0.4081508515815085,1551.0,2865.27
1655,0.41570996978851965,1551.0,2865.27
1657,0.40374170187085096,1551.0,2865.27
1651,0.40520896426408237,1551.0,2865.27
1649,0.40448756822316556,1551.0,2865.27
1645,0.4066869300911854,1551.0,2865.27
1650,0.4224242424242424,1551.0,2865.27
1656,0.42693236714975846,1551.0,2865.27
1656,0.41243961352657005,1551.0,2865.27
1651,0.418534221683828,1551.0,2865.27
1652,0.41707021791767557,1551.0,2865.27
1652,0.423728813559322,1551.0,2865.27
1654,0.4147521160822249,1551.0,2865.27
1643,0.3767498478393183,1551.0,2865.27
1659,0.4014466546112116,1551.0,2865.27
1658,0.4028950542822678,1551.0,2865.27
1655,0.4012084592145015,1551.0,2865.27
1643,0.4029214850882532,1551.0,2865.27
1650,0.42303030303030303,1551.0,2865.27
1651,0.42337976983646275,1551.0,2865.27
1643,0.4138770541692027,1551.0,2865.27
1649,0.4117647058823529,1551.0,2865.27
1659,0.4074743821579265,1549.0,2861.58
1645,0.41398176291793315,1551.0,2865.27
1663,0.41371016235718583,1551.0,2865.27
1665,0.4096096096096096,1551.0,2865.27
1644,0.41362530413625304,1551.0,2865.27
1673,0.40705319784817695,1551.0,2865.27
1657,0.4103802051901026,1551.0,2865.27
1650,0.4072727272727273,1551.0,2865.27
1657,0.4091732045866023,1551.0,2865.27
1654,0.3954050785973398,1551.0,2865.27
1649,0.4257125530624621,1551.0,2865.27
1655,0.4175226586102719,1551.0,2865.27
1645,0.4054711246200608,1551.0,2865.27
1654,0.4189842805320435,1551.0,2865.27
1664,0.42007211538461536,1551.0,2865.27
1668,0.40707434052757796,1551.0,2865.27
1663,0.4058929645219483,1551.0,2865.27
1653,0.41681790683605563,1551.0,2865.27
1672,0.4276315789473684,1551.0,2865.27
1659,0.39662447257383965,1551.0,2865.27
1676,0.3967780429594272,1551.0,2865.27
1652,0.42493946731234866,1551.0,2865.27
1663,0.42573662056524353,1551.0,2865.27
1654,0.4135429262394196,1551.0,2865.27
1675,0.4017910447761194,1551.0,2865.27
1653,0.43859649122807015,1551.0,2865.27
1657,0.4152082076041038,1551.0,2865.27
1658,0.42581423401688784,1551.0,2865.27
1651,0.4318594791035736,1551.0,2865.27
1647,0.41105039465695203,1551.0,2865.27
1652,0.4092009685230024,1551.0,2865.27
1664,0.41646634615384615,1551.0,2865.27
1667,0.3929214157168566,1551.0,2865.27
1671,0.3907839616995811,1551.0,2865.27
1656,0.3997584541062802,1551.0,2865.27
1673,0.4100418410041841,1551.0,2865.27
1646,0.40765492102065615,1551.0,2865.27
1658,0.40048250904704463,1551.0,2865.27
1652,0.4019370460048426,1551.0,2865.27
1663,0.3956704750450992,1551.0,2865.27
1656,0.40398550724637683,1551.0,2865.27
1653,0.3835450695704779,1551.0,2865.27
1654,0.38391777509068925,1551.0,2865.27
1655,0.38972809667673713,1551.0,2865.27
1657,0.4085697042848521,1551.0,2865.27
1655,0.3921450151057402,1551.0,2865.27
1659,0.4165159734779988,1551.0,2865.27
1675,0.4047761194029851,1551.0,2865.27
1665,0.4084084084084084,1551.0,2865.27
1672,0.39413875598086123,1551.0,2865.27
1654,0.4026602176541717,1551.0,2865.27
1669,0.40443379269023366,1551.0,2865.27
1673,0.4004781829049611,1551.0,2865.27
1671,0.39317773788150806,1551.0,2865.27
1671,0.4063435068821065,1551.0,2865.27
1664,0.4050480769230769,1551.0,2865.27
1679,0.4097677188802859,1551.0,2865.27
1651,0.42337976983646275,1551.0,2865.27
1662,0.39229843561973526,1551.0,2865.27
1651,0.4033918837068443,1551.0,2865.27
1655,0.38912386706948643,1551.0,2865.27
1653,0.41742286751361163,1551.0,2865.27
1654,0.3948004836759371,1551.0,2865.27
1651,0.3961235614778922,1551.0,2865.27
1655,0.4120845921450151,1551.0,2865.27
1674,0.4080047789725209,1551.0,2865.27
1654,0.39177750906892383,1551.0,2865.27
1654,0.3905683192261185,1551.0,2865.27
1674,0.39366786140979687,1551.0,2865.27
1655,0.38972809667673713,1551.0,2865.27
1650,0.4036363636363636,1551.0,2865.27
1652,0.40314769975786924,1551.0,2865.27
1652,0.39709443099273606,1551.0,2865.27
1654,0.39600967351874244,1551.0,2865.27
1655,0.40181268882175225,1551.0,2865.27
1670,0.3994011976047904,1551.0,2865.27
1649,0.40327471194663433,1551.0,2865.27
1649,0.4026682838083687,1551.0,2865.27
1650,0.3896969696969697,1551.0,2865.27
1653,0.40229885057471265,1551.0,2865.27
1655,0.39516616314199393,1551.0,2865.27
1651,0.3961235614778922,1551.0,2865.27
1664,0.39242788461538464,1551.0,2865.27
1665,0.3891891891891892,1551.0,2865.27
1652,0.3934624697336562,1551.0,2865.27
1651,0.41126589945487585,1551.0,2865.27
1648,0.43021844660194175,1551.0,2865.27
1666,0.4237695078031212,1551.0,2865.27
1656,0.43478260869565216,1551.0,2865.27
1648,0.4375,1551.0,2865.27
1651,0.4385221078134464,1551.0,2865.27
1656,0.41606280193236717,1551.0,2865.27
1658,0.4071170084439083,1551.0,2865.27
1648,0.3938106796116505,1551.0,2865.27
1679,0.4121500893388922,1557.0,2876.35
1659,0.4273658830620856,1557.0,2876.35
1661,0.42564720048163757,1557.0,2876.35
1659,0.45207956600361665,1557.0,2876.35
1649,0.42328684050939963,1548.0,2859.73
1653,0.3986690865093769,1548.0,2859.73
1659,0.44183242917420135,1557.0,2876.35
1688,0.4022511848341232,1560.0,2881.89
1657,0.40736270368135186,1560.0,2881.89
1661,0.39193257074051774,1551.0,2865.27
1652,0.44854721549636806,1551.0,2865.27
1653,0.4162129461584997,1551.0,2865.27
1649,0.41297756215888415,1551.0,2865.27
1692,0.44858156028368795,1581.0,2920.67
1654,0.41777509068923824,1548.0,2859.73
1655,0.4012084592145015,1551.0,2865.27
1664,0.40805288461538464,1551.0,2865.27
1659,0.4177215189873418,1551.0,2865.27
1650,0.41575757575757577,1551.0,2865.27
1652,0.3940677966101695,1548.0,2859.73
1646,0.4380315917375456,1551.0,2865.27
1644,0.41788321167883213,1551.0,2865.27
1650,0.3981818181818182,1551.0,2865.27
1649,0.4172225591267435,1551.0,2865.27
1665,0.42462462462462464,1551.0,2865.27
1655,0.3903323262839879,1551.0,2865.27
1643,0.37857577601947656,1551.0,2865.27
1647,0.39647844565877355,1551.0,2865.27
1649,0.41904184354154034,1551.0,2865.27
1668,0.4010791366906475,1551.0,2865.27
1654,0.3851269649334946,1551.0,2865.27
1641,0.38939670932358317,1551.0,2865.27
1659,0.4207353827606992,1551.0,2865.27
1659,0.39180229053646776,1551.0,2865.27
1659,0.4159132007233273,1551.0,2865.27
1660,0.4174698795180723,1551.0,2865.27
1646,0.4040097205346294,1551.0,2865.27
1655,0.40181268882175225,1551.0,2865.27
1653,0.3992740471869328,1551.0,2865.27
1650,0.43333333333333335,1551.0,2865.27
1651,0.43549364021804965,1551.0,2865.27
1671,0.4236983842010772,1551.0,2865.27
1667,0.41271745650869823,1551.0,2865.27
1669,0.4170161773517076,1551.0,2865.27
1671,0.414721723518851,1551.0,2865.27
1647,0.4080145719489982,1551.0,2865.27
1646,0.4046172539489672,1551.0,2865.27
1647,0.43169398907103823,1551.0,2865.27
1657,0.4296922148461074,1551.0,2865.27
1650,0.4163636363636364,1551.0,2865.27
1669,0.4313960455362493,1551.0,2865.27
1652,0.4509685230024213,1551.0,2865.27
1654,0.4498186215235792,1551.0,2865.27
1651,0.4494245911568746,1551.0,2865.27
1647,0.4493017607771706,1551.0,2865.27
1654,0.4280532043530834,1551.0,2865.27
1653,0.43315184513006655,1551.0,2865.27
1652,0.44188861985472155,1551.0,2865.27
1674,0.4133811230585424,1551.0,2865.27
1651,0.4251968503937008,1551.0,2865.27
1651,0.42640823743185946,1551.0,2865.27
1671,0.42070616397366845,1551.0,2865.27
1654,0.4286577992744861,1551.0,2865.27
1649,0.4257125530624621,1551.0,2865.27
1652,0.4303874092009685,1551.0,2865.27
1651,0.4251968503937008,1551.0,2865.27
1650,0.43212121212121213,1551.0,2865.27
1656,0.427536231884058,1551.0,2865.27
1651,0.434282253179891,1551.0,2865.27
1643,0.42422398052343274,1551.0,2865.27
1650,0.42848484848484847,1551.0,2865.27
1664,0.42367788461538464,1551.0,2865.27
1653,0.4162129461584997,1551.0,2865.27
1654,0.42019347037484883,1551.0,2865.27
1648,0.42779126213592233,1551.0,2865.27
1672,0.4258373205741627,1551.0,2865.27
1643,0.4077906269020085,1551.0,2865.27
1649,0.4063068526379624,1551.0,2865.27
1673,0.4237895995218171,1557.0,2876.35
1651,0.43367655966081164,1557.0,2876.35
1653,0.4398064125831821,1551.0,2865.27
1648,0.44235436893203883,1551.0,2865.27
1663,0.4425736620565244,1551.0,2865.27
1676,0.4451073985680191,1551.0,2865.27
1671,0.43925792938360264,1551.0,2865.27
1664,0.42427884615384615,1551.0,2865.27
1651,0.46214415505754086,1551.0,2865.27
1656,0.43478260869565216,1551.0,2865.27
1705,0.4035190615835777,1551.0,2865.27
1673,0.4602510460251046,1551.0,2865.27
1654,0.4607013301088271,1554.0,2870.81
1649,0.4536082474226804,1548.0,2859.73
1645,0.45167173252279635,1548.0,2859.73
1657,0.46891973445986723,1560.0,2881.89
1675,0.4632835820895522,1551.0,2865.27
1654,0.466142684401451,1551.0,2865.27
1655,0.4175226586102719,1554.0,2870.81
