ID,Gene_ID
Lynx_canadensis,26129936
Lynx_lynx,24285811
Lynx_pardinus,26130164
Acinonyx_jubatus,64986335
Puma_concolor,64988973
Puma_yagouaroundi,26129860
Prionailurus_bengalensis,26129480
Prionailurus_rubiginosus,26129594
Prionailurus_viverrinus,26129632
Felis_chaus,26129708
Felis_manul,26130316
Felis_margarita,26129746
Felis_nigripes,26129785
Felis_silvestris,26129822
Arctictis_binturong,63385998
Paradoxurus_hermaphroditus,38284659
Civettictis_civetta,30861616
Genetta_genetta,63385960
Hyaena_brunnea,37541488
Atilax_paludinosus,63386416
Suricata_suricatta,44149134
Cryptoprocta_ferox,63385694
Galidia_elegans,63385580
Canis_aureus,76332352
Canis_lupus,70589779
Lycaon_pictus,26219162
Speothos_venaticus,63386188
Ursus_arctos,64985933
Ursus_maritimus,64985958
Pteronura_brasiliensis,79031374
Lontra_canadensis,79031412
Hydrictis_maculicollis,44794357
Lutra_lutra,71922400
Aonyx_cinerea,33942207
Lutrogale_perspicillata,33944501
Mustela_lutreola,65318687
Ictonyx_striatus,63386378
Poecilogale_albinucha,63386226
Mellivora_capensis,63386454
Potos_flavus,63386302
Monachus_monachus,41954933
Arctocephalus_australis,72622616
Eumetopias_jubatus,64986033
Otaria_flavescens,55766290
Zalophus_wollebaeki,71714646
Odobenus_rosmarus_rosmarus,64986008
Equus_hemionus,70618219
Equus_quagga,79550721
Tapirus_terrestris,63385732
Tapirus_bairdii,72620253
Vicugna_pacos,64985607
Sus_scrofa,64984631
Delphinapterus_leucas,31412973
Phocoenoides_dalli,63367812
Delphinus_delphis,35116553
Lagenodelphis_hosei,36945996
Stenella_longirostris,30686030
Stenella_frontalis,70614786
Tursiops_truncatus,64988144
Lagenorhynchus_albirostris,85006684
Globicephala_melas,79570884
Steno_bredanensis,40498823
Orcinus_orca,72909406
Mesoplodon_stejnegeri,35992173
Platanista_gangetica,67263125
Kogia_sima,39417400
Physeter_macrocephalus,64985582
Balaenoptera_acutorostrata,64986385
Eubalaena_glacialis,36485940
Cervus_canadensis,59433125
Cervus_elaphus,38458249
Rusa_unicolor,30218593
Tragelaphus_imberbis,79567598
Bubalus_bubalis,56055842
Syncerus_caffer,79561403
Eudorcas_thomsonii,38344705
Capra_hircus,64986310
Ovis_ammon,54598172
Ovis_aries,64985282
Hippotragus_niger,71733947
Cryptomys_damarensis,25467571
Cavia_aperea,54115959
Cavia_porcellus,58815010
Geocapromys_ingrahami,54604258
Myocastor_coypus,33948758
Proechimys_semispinosus,37629333
Octodon_degus,79572295
Eliomys_quercinus,69228849
Muscardinus_avellanarius,58900301
Sciurus_carolinensis,58115075
Glaucomys_volans,58115630
Callospermophilus_lateralis,29077946
Urocitellus_richardsonii,29077908
Tamias_striatus,30688932
Neotamias_quadrivittatus,30688780
Marmota_flaviventris,40149850
Marmota_monax,83161859
Ictidomys_tridecemlineatus,24576604
Spermophilus_citellus,69228887
Castor_fiber,26381959
Dipodomys_merriami,76821803
Dipodomys_spectabilis,76821841
Jaculus_jaculus,64986410
Microtus_arvalis,37540368
Microtus_cabrerae,67272894
Microtus_montanus,76375225
Microtus_ochrogaster,26045317
Microtus_richardsoni,55802752
Myodes_rufocanus,26898046
Myodes_rutilus,84025488
Ondatra_zibethicus,34724519
Dicrostonyx_groenlandicus,32230599
Dicrostonyx_torquatus,32879620
Cricetus_cricetus,36948801
Neotoma_albigula,76821879
Peromyscus_crinitus,33876453
Peromyscus_eremicus,54598096
Peromyscus_leucopus,36275542
Peromyscus_maniculatus,39105342
Peromyscus_polionotus,33874911
Onychomys_leucogaster,27111256
Sigmodon_hispidus,33874949
Meriones_libycus,25193815
Psammomys_obesus,36495538
Apodemus_sylvaticus,55763215
Micaelamys_namaquensis,63372721
Lemniscomys_rosalia,63372075
Dasymys_incomtus,63372569
Chiropodomys_gliroides,55763177
Mus_minutoides,79493802
Otomys_irroratus,55762986
Mastomys_coucha,34682985
Mastomys_natalensis,35992013
Praomys_morio,73924380
Micromys_minutus,26037059
Bandicota_indica,26130870
Rattus_tiomanicus,27218070
Oryctolagus_cuniculus,64985232
Ochotona_princeps,64986460
Tupaia_glis,76811901
Galeopterus_variegatus,64986058
Daubentonia_madagascariensis,5867435
Propithecus_diadema,73043039
Propithecus_tattersalli,25397680
Cheirogaleus_medius,74006808
Microcebus_murinus,26823961
Lemur_catta,68929170
Nycticebus_coucang,38947171
Nycticebus_pygmaeus,30861730
Leontocebus_nigricollis,72727505
Aotus_trivirgatus,72726707
Sapajus_apella,72727999
Ateles_geoffroyi,72728379
Ateles_paniscus,72728265
Alouatta_palliata,72728341
Cercopithecus_neglectus,65339158
Macaca_mulatta,37277780
Macaca_radiata,35199737
Papio_hamadryas,71031116
Pan_troglodytes,64985032
Homo_sapiens,6775087
