ID,Phylum,Class,Order,Family,ScientificName,CommonName,Mod,MRE,SMSE,COM,rest
Platalea_alba,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea alba,African spoonbill,std,0.01,0.0,2.5,"ab, ax, ap, aR, am, Wwb, WwR, Wwi, Ri, t-Ww"
Platalea_leucorodia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea leucorodia,Eurasian spoonbill,std,0.024,0.001,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Platalea_regia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea regia,Royal spoonbill,std,0.032,0.003,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Eudocimus_albus,Chordata,Aves,Pelecaniformes,Threskiornithidae,Eudocimus albus,White ibis,std,0.037,0.003,2.5,"ab, ax, ap, aR, am, Wwb, WwR, Wwi, Ri, t-Ww"
Eudocimus_ruber,Chordata,Aves,Pelecaniformes,Threskiornithidae,Eudocimus ruber,Scarlet ibis,std,0.03,0.002,2.5,"ab, ax, ap, aR, am, Wwb, WwR, Wwi, Ri, t-Ww"
Geronticus_calvus,Chordata,Aves,Pelecaniformes,Threskiornithidae,Geronticus calvus,Southern bald ibis,std,0.011,0.001,2.5,"ab, ax, ap, aR, am, Wwb, WwR, Wwi, Ri, t-Ww"
Geronticus_eremita,Chordata,Aves,Pelecaniformes,Threskiornithidae,Geronticus eremita,Northern bald ibis,std,0.006,0.0,2.5,"ab, ax, ap, aR, am, Wwb, WwR, Wwi, Ri, t-Ww"
Lophotibis_cristata,Chordata,Aves,Pelecaniformes,Threskiornithidae,Lophotibis cristata,Madagascar ibis,std,0.032,0.002,2.5,"ab, ax, ap, aR, am, Wwb, WwR, Wwi, Ri, t-Ww"
Nipponia_nippon,Chordata,Aves,Pelecaniformes,Threskiornithidae,Nipponia nippon,Crested ibis,std,0.024,0.001,2.7,"ab, ax, ap, aR, am, Wwb, WwR, Wwi, Ri, t-Ww, t-JX"
Plegadis_chihi,Chordata,Aves,Pelecaniformes,Threskiornithidae,Plegadis chihi,White-faced ibis,std,0.024,0.001,2.5,"ab, ax, ap, aR, am, Wwb, WwR, Wwi, Ri, t-Ww"
Plegadis_falcinellus,Chordata,Aves,Pelecaniformes,Threskiornithidae,Plegadis falcinellus,Glossy ibis,std,0.027,0.003,2.5,"ab, ax, ap, aR, am, Wwb, WwR, Wwi, Ri, t-Ww"
Threskiornis_aethiopicus,Chordata,Aves,Pelecaniformes,Threskiornithidae,Threskiornis aethiopicus,African sacret ibis,std,0.022,0.002,2.5,"ab, ax, ap, aR, am, Wwb, WwR, Wwi, Ri, t-Ww"
Threskiornis_molucca,Chordata,Aves,Pelecaniformes,Threskiornithidae,Threskiornis molucca,Australian white ibis,std,0.031,0.007,2.5,"ab, ax, ap, aR, am, Wwb, WwR, Wwi, Ri, t-Ww"
Chelictinia_riocourii,Chordata,Aves,Accipitriformes,Accipitridae,Chelictinia riocourii,Scissor-tailed kite,std,0.037,0.006,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Elanus_caeruleus,Chordata,Aves,Accipitriformes,Accipitridae,Elanus caeruleus,Black-winged kite,std,0.028,0.003,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Gypaetus_barbatus,Chordata,Aves,Accipitriformes,Accipitridae,Gypaetus barbatus,Bearded vulture,std,0.039,0.008,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Neophron_percnopterus,Chordata,Aves,Accipitriformes,Accipitridae,Neophron percnopterus,Egyptian vulture,std,0.012,0.0,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Pernis_apivorus,Chordata,Aves,Accipitriformes,Accipitridae,Pernis apivorus,European honey buzzard,std,0.012,0.001,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Circaetus_cinereus,Chordata,Aves,Accipitriformes,Accipitridae,Circaetus cinereus,Brown snake eagle,std,0.028,0.002,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Circaetus_pectoralis,Chordata,Aves,Accipitriformes,Accipitridae,Circaetus pectoralis,Black-chested snake eagle,std,0.021,0.001,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Necrosyrtes_monachus,Chordata,Aves,Accipitriformes,Accipitridae,Necrosyrtes monachus,Hooded vulture,std,0.032,0.004,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Gyps_rueppellii,Chordata,Aves,Accipitriformes,Accipitridae,Gyps rueppellii,Rueppell's vulture,std,0.035,0.002,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Gyps_africanus,Chordata,Aves,Accipitriformes,Accipitridae,Gyps africanus,White-backed vulture,std,0.023,0.001,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Gyps_coprotheres,Chordata,Aves,Accipitriformes,Accipitridae,Gyps coprotheres,Cape vulture,std,0.014,0.001,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Torgos_tracheliotus,Chordata,Aves,Accipitriformes,Accipitridae,Torgos tracheliotus,Lappet-faced vulture,std,0.054,0.007,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Harpia_harpyja,Chordata,Aves,Accipitriformes,Accipitridae,Harpia harpyja,Harpy eagle,std,0.014,0.001,2.1,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Morphnus_guianensis,Chordata,Aves,Accipitriformes,Accipitridae,Morphnus guianensis,Crested eagle,std,0.013,0.0,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Aquila_chrysaetos,Chordata,Aves,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden eagle,std,0.007,0.0,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Aquila_rapax,Chordata,Aves,Accipitriformes,Accipitridae,Aquila rapax,Tawny eagle,std,0.015,0.001,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Aquila_spilogaster,Chordata,Aves,Accipitriformes,Accipitridae,Aquila spilogaster,African hawk-eagle,std,0.019,0.001,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, WwR, Wwi, Ri, t-Ww"
Aquila_verreauxii,Chordata,Aves,Accipitriformes,Accipitridae,Aquila verreauxii,Verreaux's eagle,std,0.009,0.0,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Hieraaetus_morphnoides,Chordata,Aves,Accipitriformes,Accipitridae,Hieraaetus morphnoides,Little eagle,std,0.018,0.001,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Stephanoaetus_coronatus,Chordata,Aves,Accipitriformes,Accipitridae,Stephanoaetus coronatus,Crowned eagle,std,0.049,0.005,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Accipiter_cooperii,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's hawk,std,0.031,0.003,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Accipiter_fasciatus,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter fasciatus,Brown goshawk,std,0.041,0.007,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Accipiter_nisus,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter nisus,Eurasian sparrowhawk,std,0.038,0.005,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Accipiter_striatus,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-shinned hawk,std,0.046,0.007,2.5,"ab, ax, ap, aR, am, Ww0, Wwi, Ri, t-Ww"
Circus_aeruginosus,Chordata,Aves,Accipitriformes,Accipitridae,Circus aeruginosus,Western marsh harrier,std,0.062,0.013,2.8,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww, t-pX"
Circus_cyaneus,Chordata,Aves,Accipitriformes,Accipitridae,Circus cyaneus,Hen harrier,std,0.025,0.002,2.7,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww_f"
Milvus_migrans,Chordata,Aves,Accipitriformes,Accipitridae,Milvus migrans,Black kite,std,0.015,0.0,2.8,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Milvus_milvus,Chordata,Aves,Accipitriformes,Accipitridae,Milvus milvus,Red kite,std,0.021,0.003,2.8,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Haliaeetus_albicilla,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus albicilla,White-tailed eagle,std,0.05,0.004,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Haliaeetus_leucocephalus,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald eagle,std,0.03,0.002,2.5,"ab, ax, ap, aR, am, Ww0, Wwi, Ri, t-Ww"
Haliaeetus_pelagicus,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus pelagicus,Steller's sea eagle,std,0.039,0.005,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Butastur_rufipennis,Chordata,Aves,Accipitriformes,Accipitridae,Butastur rufipennis,Grasshopper buzzard,std,0.019,0.001,2.8,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Buteo_brachyurus,Chordata,Aves,Accipitriformes,Accipitridae,Buteo brachyurus,Short-tailed hawk,std,0.024,0.002,2.5,"ab, ax, ap, aR, am, Ww0, Wwi, Ri, t-Ww"
Buteo_jamaicensis,Chordata,Aves,Accipitriformes,Accipitridae,Buteo jamaicensis,Red-tailed hawk,std,0.025,0.001,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Buteo_lagopus,Chordata,Aves,Accipitriformes,Accipitridae,Buteo lagopus,Rough-legged buzzard,std,0.022,0.001,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Buteo_lineatus,Chordata,Aves,Accipitriformes,Accipitridae,Buteo lineatus,Red-shouldered hawk,std,0.025,0.004,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Buteo_oreophilus,Chordata,Aves,Accipitriformes,Accipitridae,Buteo oreophilus,Mountain buzzard,std,0.02,0.001,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Buteo_plagiatus,Chordata,Aves,Accipitriformes,Accipitridae,Buteo plagiatus,Gray hawk,std,0.031,0.002,2.5,"ab, ax, ap, aR, am, Ww0, Wwi, Ri, t-Ww"
Buteo_platypterus,Chordata,Aves,Accipitriformes,Accipitridae,Buteo platypterus,Broad-winged hawk,std,0.045,0.006,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Buteo_rufofuscus,Chordata,Aves,Accipitriformes,Accipitridae,Buteo rufofuscus,Jackal buzzard,std,0.014,0.001,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Buteo_swainsoni,Chordata,Aves,Accipitriformes,Accipitridae,Buteo swainsoni,Swainson's hawk,std,0.047,0.006,2.9,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww_f"
Buteogallus_anthracinus,Chordata,Aves,Accipitriformes,Accipitridae,Buteogallus anthracinus,Common black hawk,std,0.022,0.001,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Ictinia_mississippiensis,Chordata,Aves,Accipitriformes,Accipitridae,Ictinia mississippiensis,Mississippi kite,std,0.024,0.002,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Parabuteo_unicinctus,Chordata,Aves,Accipitriformes,Accipitridae,Parabuteo unicinctus,Harris's hawk,std,0.057,0.008,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Pandion_haliaetus,Chordata,Aves,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey,std,0.023,0.001,2.7,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww_f"
Sagittarius_serpentarius,Chordata,Aves,Accipitriformes,Sagittariidae,Sagittarius serpentarius,Secretarybird,std,0.045,0.006,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Cathartes_aura,Chordata,Aves,Cathartiformes,Cathartidae,Cathartes aura,Turkey vulture,std,0.028,0.002,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Coragyps_atratus,Chordata,Aves,Cathartiformes,Cathartidae,Coragyps atratus,Black vulture,std,0.037,0.003,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Sarcoramphus_papa,Chordata,Aves,Cathartiformes,Cathartidae,Sarcoramphus papa,King vulture,std,0.019,0.002,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Vultur_gryphus,Chordata,Aves,Cathartiformes,Cathartidae,Vultur gryphus,Andean condor,std,0.078,0.018,2.9,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww, Ww-JX"
Tyto_alba,Chordata,Aves,Strigiformes,Tytonidae,Tyto alba,Barn owl,std,0.018,0.001,2.5,"ab, ax, ap, aR, am, Li, Wwb, Wwi, Ri, t-Ww"
Ninox_novaeseelandiae,Chordata,Aves,Strigiformes,Strigidae,Ninox novaeseelandiae,Morepork,std,0.03,0.002,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Ninox_strenua,Chordata,Aves,Strigiformes,Strigidae,Ninox strenua,Powerful owl,std,0.012,0.0,2.4,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Micrathene_whitneyi,Chordata,Aves,Strigiformes,Strigidae,Micrathene whitneyi,Elf owl,std,0.003,0.0,2.7,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Aegolius_acadicus,Chordata,Aves,Strigiformes,Strigidae,Aegolius acadicus,Northern saw-whet owl,std,0.009,0.0,2.4,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Aegolius_funereus,Chordata,Aves,Strigiformes,Strigidae,Aegolius funereus,Boreal owl,std,0.023,0.001,2.5,"ab, ax, ap, aR, am, Ww0, Wwi, Ri, t-Ww"
Athene_brama,Chordata,Aves,Strigiformes,Strigidae,Athene brama,Spotted owlet,std,0.032,0.003,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Athene_noctua,Chordata,Aves,Strigiformes,Strigidae,Athene noctua,Little owl,std,0.026,0.004,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Surnia_ulula,Chordata,Aves,Strigiformes,Strigidae,Surnia ulula,Northern hawk-owl,std,0.032,0.004,2.7,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, Ww-Ww"
Glaucidium_brasilianum,Chordata,Aves,Strigiformes,Strigidae,Glaucidium brasilianum,Ferruginous pygmy owl,std,0.023,0.002,2.4,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Otus_senegalensis,Chordata,Aves,Strigiformes,Strigidae,Otus senegalensis,African scops owl,std,0.011,0.0,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Asio_otus,Chordata,Aves,Strigiformes,Strigidae,Asio otus,Long-eared owl,std,0.025,0.004,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Asio_flammeus,Chordata,Aves,Strigiformes,Strigidae,Asio flammeus,Short-eared owl,std,0.02,0.002,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Bubo_bengalensis,Chordata,Aves,Strigiformes,Strigidae,Bubo bengalensis,Indian eagle-owl,std,0.021,0.001,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Bubo_bubo,Chordata,Aves,Strigiformes,Strigidae,Bubo bubo,Eurasian eagle-owl,std,0.04,0.003,2.5,"ab, ax, ap, aR, am, Ww0, Wwi, Ri, t-Ww"
Bubo_lacteus,Chordata,Aves,Strigiformes,Strigidae,Bubo lacteus,Verreaux's eagle-owl,std,0.046,0.003,2.5,"ab, ax, ap, aR, am, Ww0, Wwi, Ri, t-Ww"
Bubo_scandiacus,Chordata,Aves,Strigiformes,Strigidae,Bubo scandiacus,Snowy owl,std,0.041,0.005,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Bubo_virginianus,Chordata,Aves,Strigiformes,Strigidae,Bubo virginianus,Great horned owl,std,0.017,0.001,2.6,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww_f"
Psiloscops_flammeolus,Chordata,Aves,Strigiformes,Strigidae,Psiloscops flammeolus,Flammulated owl,std,0.029,0.003,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Megascops_asio,Chordata,Aves,Strigiformes,Strigidae,Megascops asio,Eastern screech owl,std,0.044,0.004,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Megascops_choliba,Chordata,Aves,Strigiformes,Strigidae,Megascops choliba,Tropical screech owl,std,0.034,0.003,2.7,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww_f"
Megascops_kennicottii,Chordata,Aves,Strigiformes,Strigidae,Megascops kennicottii,Western screech owl,std,0.031,0.003,2.7,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww_f"
Megascops_trichopsis,Chordata,Aves,Strigiformes,Strigidae,Megascops trichopsis,Tropical screech owl,std,0.032,0.003,2.7,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww_f"
Strix_occidentalis,Chordata,Aves,Strigiformes,Strigidae,Strix occidentalis,Spotted Owl,std,0.005,0.0,2.0,"ab, ax, ap, aR, am, Li, Wwb, Wwx, Wwi, Ri"
Strix_uralensis,Chordata,Aves,Strigiformes,Strigidae,Strix uralensis,Ural owl,std,0.028,0.004,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Urocolius_macrourus,Chordata,Aves,Coliiformes,Coliidae,Urocolius macrourus,Blue-naped mousebird,std,0.007,0.0,2.5,"ab, ax, ap, aR, am, Li, Wwb, Wwi, Ri, t-Ww"
Leptosomus_discolor,Chordata,Aves,Leptosomiformes,Leptosomidae,Leptosomus discolor,Cuckoo roller,std,0.006,0.0,2.0,"ab, ax, ap, aR, am, Li, Wwb, Wwi, Ri"
Euptilotis_neoxenus,Chordata,Aves,Trogoniformes,Trogonidae,Euptilotis neoxenus,Eared quetzal,std,0.022,0.001,2.5,"ab, ax, ap, aR, am, Li, Wwb, Wwi, Ri, t-Ww"
Upupa_epops,Chordata,Aves,Bucerotiformes,Upupidae,Upupa epops,Eurasian hoopoe,std,0.035,0.005,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Rhinopomastus_cyanomelas,Chordata,Aves,Bucerotiformes,Phoeniculidae,Rhinopomastus cyanomelas,Common scimitarbill,std,0.028,0.002,2.7,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww_f"
Anthracoceros_malayanus,Chordata,Aves,Bucerotiformes,Bucerotidae,Anthracoceros malayanus,Black hornbill,std,0.023,0.002,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Buceros_bicornis,Chordata,Aves,Bucerotiformes,Bucerotidae,Buceros bicornis,Great hornbill,std,0.021,0.001,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Rhabdotorrhinus_corrugatus,Chordata,Aves,Bucerotiformes,Bucerotidae,Rhabdotorrhinus corrugatus,Wrinkled hornbill,std,0.038,0.003,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Rhabdotorrhinus_exarhatus,Chordata,Aves,Bucerotiformes,Bucerotidae,Rhabdotorrhinus exarhatus,Sulawesi hornbill,std,0.05,0.005,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Rhabdotorrhinus_waldeni,Chordata,Aves,Bucerotiformes,Bucerotidae,Rhabdotorrhinus waldeni,Walden's hornbill,std,0.034,0.002,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Tockus_monteiri,Chordata,Aves,Bucerotiformes,Bucerotidae,Tockus monteiri,Monteiro's hornbill,std,0.016,0.001,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Bucorvus_abyssinicus,Chordata,Aves,Bucerotiformes,Bucorvidae,Bucorvus abyssinicus,Abyssinian ground hornbill,std,0.014,0.002,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Bucorvus_leadbeateri,Chordata,Aves,Bucerotiformes,Bucorvidae,Bucorvus leadbeateri,Southern ground hornbill,std,0.022,0.001,2.5,"ab, ax, ap, aR, am, Li, Wwb, Wwi, Ri, t-Ww"
Ceryle_rudis,Chordata,Aves,Coraciiformes,Alcedinidae,Ceryle rudis,Pied kingfisher,std,0.044,0.008,2.8,"ab, ax, ap, aR, am, Li, Ww0, Wwi, Ri, t-Ww, t-JX"
Halcyon_smyrnensis,Chordata,Aves,Coraciiformes,Alcedinidae,Halcyon smyrnensis,White-breasted kingfisher,std,0.032,0.002,2.5,"ab, ax, ap, aR, am, Li, Wwb, Wwi, Ri, t-Ww"
Megaceryle_alcyon,Chordata,Aves,Coraciiformes,Alcedinidae,Megaceryle alcyon,Belted kingfisher,std,0.022,0.001,2.5,"ab, ax, ap, aR, am, Li, Ww0, Wwb, Wwi, Ri, t-Ww"
Todiramphus_cinnamominus,Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus cinnamominus,Micronesian kingfisher,std,0.022,0.001,2.5,"ab, ax, ap, aR, am, Li, Wwb, Wwi, Ri, t-Ww"
Coracias_benghalensis,Chordata,Aves,Coraciiformes,Coraciidae,Coracias benghalensis,Indian roller,std,0.044,0.003,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Coracias_cyanogaster,Chordata,Aves,Coraciiformes,Coraciidae,Coracias cyanogaster,Blue-bellied roller,std,0.018,0.001,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Coracias_naevius,Chordata,Aves,Coraciiformes,Coraciidae,Coracias naevius,Purple roller,std,0.018,0.001,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Eurystomus_orientalis,Chordata,Aves,Coraciiformes,Coraciidae,Eurystomus orientalis,Oriental dollarbird,std,0.011,0.0,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Merops_apiaster,Chordata,Aves,Coraciiformes,Meropidae,Merops apiaster,European bee-eater,std,0.021,0.002,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Merops_bulocki,Chordata,Aves,Coraciiformes,Meropidae,Merops bulocki,Red-throated bee-eater,std,0.009,0.0,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Merops_orientalis,Chordata,Aves,Coraciiformes,Meropidae,Merops orientalis,Green bee-eater,std,0.027,0.001,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Merops_pusillus,Chordata,Aves,Coraciiformes,Meropidae,Merops pusillus,Little bee-eater,std,0.048,0.007,2.5,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww"
Merops_viridis,Chordata,Aves,Coraciiformes,Meropidae,Merops viridis,Blue-throated bee-eater,std,0.017,0.001,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Micromonacha_lanceolata,Chordata,Aves,Piciformes,Bucconidae,Micromonacha lanceolata,Lanceolated monklet,std,0.042,0.003,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Lybius_torquatus,Chordata,Aves,Piciformes,Lybiidae,Lybius torquatus,Black-collared barbet,std,0.033,0.002,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Aulacorhynchus_prasinus,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus prasinus,Emerald toucanet,std,0.057,0.006,2.5,"ab, ax, ap, aR, am, Wwb, WwR, Wwi, Ri, t-Ww"
Pteroglossus_bailloni,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus bailloni,Saffron toucanet,std,0.044,0.003,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Pteroglossus_castanotis,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus castanotis,Chestnut-eared aracari,std,0.039,0.003,2.5,"ab, ax, ap, aR, am, Wwb, WwR, Wwi, Ri, t-Ww"
Pteroglossus_torquatus,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus torquatus,Collared aracari,std,0.045,0.004,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Pteroglossus_viridis,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus viridis,Green aracari,std,0.053,0.005,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Ramphastos_dicolorus,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos dicolorus,Green-billed toucan,std,0.059,0.006,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Ramphastos_sulfuratus,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos sulfuratus,Keel-billed toucan,std,0.063,0.007,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Ramphastos_toco,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos toco,Toco toucan,std,0.032,0.003,2.5,"ab, ax, ap, aR, am, Li, Wwb, Wwi, Ri, t-Ww"
Selenidera_piperivora,Chordata,Aves,Piciformes,Ramphastidae,Selenidera piperivora,Guianan toucanet,std,0.022,0.001,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Indicator_indicator,Chordata,Aves,Piciformes,Indicatoridae,Indicator indicator,Greater honeyguide,std,0.043,0.003,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Indicator_minor,Chordata,Aves,Piciformes,Indicatoridae,Indicator minor,Lesser honeyguide,std,0.05,0.007,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Campephilus_magellanicus,Chordata,Aves,Piciformes,Picidae,Campephilus magellanicus,Magellanic woodpecker,std,0.051,0.005,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
Dryobates_pubescens,Chordata,Aves,Piciformes,Picidae,Dryobates pubescens,Downy woodpecker,std,0.016,0.001,2.5,"ab, ax, ap, aR, am, Wwb, Wwb, Wwi, Ri, t-Ww"
Dryocopus_martius,Chordata,Aves,Piciformes,Picidae,Dryocopus martius,Black woodpecker,std,0.028,0.001,2.7,"ab, ax, ap, aR, am, Ww0, Wwb, Wwi, Ri, t-Ww_f"
Dryocopus_pileatus,Chordata,Aves,Piciformes,Picidae,Dryocopus pileatus,Pileated woodpecker,std,0.039,0.003,2.5,"ab, ax, ap, aR, am, Wwb, Wwi, Ri, t-Ww"
